/raid/ganesh/pdadiga/rishabh/dataset/newsonair_v5/kannada
Regional-Dharwad-Kannada-0705-20183593318/sent_6.wav	144320
Regional-Dharwad-Kannada-0705-20183593318/sent_60.wav	69120
Regional-Dharwad-Kannada-0705-20183593318/sent_72.wav	173120
Regional-Dharwad-Kannada-0705-20183593318/sent_40.wav	105920
Regional-Dharwad-Kannada-0705-20183593318/sent_13.wav	111040
Regional-Dharwad-Kannada-0705-20183593318/sent_18.wav	89600
Regional-Dharwad-Kannada-0705-20183593318/sent_49.wav	29120
Regional-Dharwad-Kannada-0705-20183593318/sent_70.wav	244800
Regional-Dharwad-Kannada-0705-20183593318/sent_16.wav	248320
Regional-Dharwad-Kannada-0705-20183593318/sent_61.wav	157120
Regional-Dharwad-Kannada-0705-20183593318/sent_8.wav	54720
Regional-Dharwad-Kannada-0705-20183593318/sent_26.wav	245440
Regional-Dharwad-Kannada-0705-20183593318/sent_62.wav	102080
Regional-Dharwad-Kannada-0705-20183593318/sent_3.wav	88320
Regional-Dharwad-Kannada-0705-20183593318/sent_54.wav	181440
Regional-Dharwad-Kannada-0705-20183593318/sent_48.wav	72000
Regional-Dharwad-Kannada-0705-20183593318/sent_50.wav	160960
Regional-Dharwad-Kannada-0705-20183593318/sent_45.wav	177600
Regional-Dharwad-Kannada-0705-20183593318/sent_9.wav	157760
Regional-Dharwad-Kannada-0705-20183593318/sent_21.wav	269760
Regional-Dharwad-Kannada-0705-20183593318/sent_69.wav	145280
Regional-Dharwad-Kannada-0705-20183593318/sent_52.wav	55360
Regional-Dharwad-Kannada-0705-20183593318/sent_46.wav	124800
Regional-Dharwad-Kannada-0705-20183593318/sent_56.wav	89600
Regional-Dharwad-Kannada-0705-20183593318/sent_43.wav	308800
Regional-Dharwad-Kannada-0705-20183593318/sent_37.wav	131520
Regional-Dharwad-Kannada-0705-20183593318/sent_5.wav	192960
Regional-Dharwad-Kannada-0705-20183593318/sent_19.wav	64960
Regional-Dharwad-Kannada-0705-20183593318/sent_12.wav	77760
Regional-Dharwad-Kannada-0705-20183593318/sent_38.wav	255680
Regional-Dharwad-Kannada-0705-20183593318/sent_58.wav	46720
Regional-Dharwad-Kannada-0705-20183593318/sent_67.wav	39680
Regional-Dharwad-Kannada-0705-20183593318/sent_71.wav	15360
Regional-Dharwad-Kannada-0705-20183593318/sent_55.wav	160320
Regional-Dharwad-Kannada-0705-20183593318/sent_51.wav	91520
Regional-Dharwad-Kannada-0705-20183593318/sent_11.wav	147200
Regional-Dharwad-Kannada-0705-20183593318/sent_44.wav	84800
Regional-Dharwad-Kannada-0705-20183593318/sent_63.wav	115840
Regional-Dharwad-Kannada-0705-20183593318/sent_57.wav	123200
Regional-Dharwad-Kannada-0705-20183593318/sent_20.wav	168960
Regional-Dharwad-Kannada-0705-20183593318/sent_7.wav	212480
Regional-Dharwad-Kannada-0705-20183593318/sent_23.wav	108480
Regional-Dharwad-Kannada-0705-20183593318/sent_47.wav	297600
Regional-Dharwad-Kannada-0705-20183593318/sent_53.wav	55360
Regional-Dharwad-Kannada-0705-20183593318/sent_14.wav	160960
Regional-Dharwad-Kannada-0705-20183593318/sent_17.wav	106240
Regional-Dharwad-Kannada-0705-20183593318/sent_22.wav	261120
Regional-Dharwad-Kannada-0705-20183593318/sent_2.wav	120000
Regional-Dharwad-Kannada-0705-20183593318/sent_10.wav	82880
Regional-Bangalore-Kannada-1840-2018111019197/sent_80.wav	170240
Regional-Bangalore-Kannada-1840-2018111019197/sent_24.wav	85760
Regional-Bangalore-Kannada-1840-2018111019197/sent_74.wav	171840
Regional-Bangalore-Kannada-1840-2018111019197/sent_30.wav	99520
Regional-Bangalore-Kannada-1840-2018111019197/sent_22.wav	41920
Regional-Bangalore-Kannada-1840-2018111019197/sent_82.wav	193280
Regional-Bangalore-Kannada-1840-2018111019197/sent_26.wav	49280
Regional-Bangalore-Kannada-1840-2018111019197/sent_55.wav	233280
Regional-Bangalore-Kannada-1840-2018111019197/sent_23.wav	100160
Regional-Bangalore-Kannada-1840-2018111019197/sent_84.wav	200640
Regional-Bangalore-Kannada-1840-2018111019197/sent_85.wav	151360
Regional-Bangalore-Kannada-1840-2018111019197/sent_83.wav	39040
Regional-Bangalore-Kannada-1840-2018111019197/sent_76.wav	163200
Regional-Bangalore-Kannada-1840-2018111019197/sent_70.wav	103680
Regional-Bangalore-Kannada-1840-2018111019197/sent_89.wav	95680
Regional-Bangalore-Kannada-1840-2018111019197/sent_81.wav	169280
Regional-Bangalore-Kannada-1840-2018111019197/sent_20.wav	89280
Regional-Bangalore-Kannada-1840-2018111019197/sent_79.wav	204800
Regional-Bangalore-Kannada-1840-2018111019197/sent_53.wav	120320
Regional-Bangalore-Kannada-1840-2018111019197/sent_72.wav	103360
Regional-Bangalore-Kannada-1840-2018111019197/sent_71.wav	58560
Regional-Bangalore-Kannada-1840-2018111019197/sent_50.wav	93440
Regional-Bangalore-Kannada-1840-2018111019197/sent_75.wav	238400
Regional-Bangalore-Kannada-1840-2018111019197/sent_44.wav	81280
Regional-Bangalore-Kannada-1840-2018111019197/sent_87.wav	15360
Regional-Bangalore-Kannada-1840-2018111019197/sent_9.wav	1920
Regional-Bangalore-Kannada-1840-2018111019197/sent_93.wav	126400
Regional-Bangalore-Kannada-1840-2018111019197/sent_78.wav	192000
Regional-Bangalore-Kannada-1840-2018111019197/sent_49.wav	32640
Regional-Bangalore-Kannada-1840-2018111019197/sent_25.wav	112960
Regional-Bangalore-Kannada-1840-2018111019197/sent_43.wav	39360
Regional-Bangalore-Kannada-1840-2018111019197/sent_52.wav	20160
Regional-Bangalore-Kannada-1840-2018111019197/sent_47.wav	79360
Regional-Dharwad-Kannada-0705-202131585436/sent_18.wav	53760
Regional-Dharwad-Kannada-0705-202131585436/sent_39.wav	83200
Regional-Dharwad-Kannada-0705-202131585436/sent_72.wav	1920
Regional-Dharwad-Kannada-0705-202131585436/sent_42.wav	50880
Regional-Dharwad-Kannada-0705-202131585436/sent_55.wav	111680
Regional-Dharwad-Kannada-0705-202131585436/sent_57.wav	165120
Regional-Dharwad-Kannada-0705-202131585436/sent_21.wav	122240
Regional-Dharwad-Kannada-0705-202131585436/sent_73.wav	200000
Regional-Dharwad-Kannada-0705-202131585436/sent_31.wav	38400
Regional-Dharwad-Kannada-0705-202131585436/sent_27.wav	100160
Regional-Dharwad-Kannada-0705-202131585436/sent_69.wav	70080
Regional-Dharwad-Kannada-0705-202131585436/sent_15.wav	51840
Regional-Dharwad-Kannada-0705-202131585436/sent_30.wav	180480
Regional-Dharwad-Kannada-0705-202131585436/sent_63.wav	145280
Regional-Dharwad-Kannada-0705-202131585436/sent_51.wav	183680
Regional-Dharwad-Kannada-0705-202131585436/sent_33.wav	157760
Regional-Dharwad-Kannada-0705-202131585436/sent_12.wav	132800
Regional-Dharwad-Kannada-0705-202131585436/sent_11.wav	114560
Regional-Dharwad-Kannada-0705-202131585436/sent_28.wav	193600
Regional-Dharwad-Kannada-0705-202131585436/sent_20.wav	104640
Regional-Dharwad-Kannada-0705-202131585436/sent_59.wav	74560
Regional-Dharwad-Kannada-0705-202131585436/sent_35.wav	176000
Regional-Dharwad-Kannada-0705-202131585436/sent_5.wav	1920
Regional-Dharwad-Kannada-0705-202131585436/sent_54.wav	186560
Regional-Dharwad-Kannada-0705-202131585436/sent_34.wav	150080
Regional-Dharwad-Kannada-0705-202131585436/sent_25.wav	83520
Regional-Dharwad-Kannada-0705-202131585436/sent_41.wav	154560
Regional-Dharwad-Kannada-0705-202131585436/sent_74.wav	84800
Regional-Dharwad-Kannada-0705-202131585436/sent_48.wav	118400
Regional-Dharwad-Kannada-0705-202131585436/sent_56.wav	95040
Regional-Dharwad-Kannada-0705-202131585436/sent_19.wav	84160
Regional-Dharwad-Kannada-0705-202131585436/sent_53.wav	28800
Regional-Dharwad-Kannada-0705-202131585436/sent_32.wav	70400
Regional-Dharwad-Kannada-0705-202131585436/sent_38.wav	152960
Regional-Dharwad-Kannada-0705-202131585436/sent_26.wav	166720
Regional-Dharwad-Kannada-0705-202131585436/sent_23.wav	206400
Regional-Dharwad-Kannada-0705-202131585436/sent_65.wav	266560
Regional-Dharwad-Kannada-0705-202131585436/sent_7.wav	94080
Regional-Dharwad-Kannada-0705-202131585436/sent_4.wav	1920
Regional-Dharwad-Kannada-0705-202131585436/sent_60.wav	125120
Regional-Dharwad-Kannada-0705-202131585436/sent_70.wav	96320
Regional-Dharwad-Kannada-0705-202131585436/sent_37.wav	50560
Regional-Dharwad-Kannada-0705-202131585436/sent_13.wav	278720
Regional-Dharwad-Kannada-0705-202131585436/sent_22.wav	165760
Regional-Dharwad-Kannada-0705-202131585436/sent_16.wav	113600
Regional-Dharwad-Kannada-0705-202131585436/sent_10.wav	94080
Regional-Dharwad-Kannada-0705-202131585436/sent_67.wav	73280
Regional-Dharwad-Kannada-0705-202131585436/sent_47.wav	302720
Regional-Dharwad-Kannada-0705-202131585436/sent_71.wav	1600
Regional-Dharwad-Kannada-0705-202131585436/sent_17.wav	16320
Regional-Dharwad-Kannada-0705-202131585436/sent_3.wav	188800
Regional-Dharwad-Kannada-0705-202131585436/sent_58.wav	351680
Regional-Dharwad-Kannada-0705-202131585436/sent_8.wav	103360
Regional-Dharwad-Kannada-0705-202131585436/sent_62.wav	18240
Regional-Dharwad-Kannada-0705-202131585436/sent_43.wav	102080
Regional-Dharwad-Kannada-0705-202131585436/sent_44.wav	110400
Regional-Dharwad-Kannada-0705-202131585436/sent_49.wav	64000
Regional-Dharwad-Kannada-0705-202131585436/sent_6.wav	211520
Regional-Dharwad-Kannada-0705-202131585436/sent_36.wav	229440
Regional-Dharwad-Kannada-0705-202131585436/sent_66.wav	23680
Regional-Dharwad-Kannada-0705-202131585436/sent_46.wav	27520
Regional-Dharwad-Kannada-0705-202131585436/sent_40.wav	120960
Regional-Dharwad-Kannada-0705-202131585436/sent_64.wav	260480
Regional-Dharwad-Kannada-0705-202131585436/sent_24.wav	148800
Regional-Bangalore-Kannada-1840-2021321195631/sent_8.wav	94080
Regional-Bangalore-Kannada-1840-2021321195631/sent_53.wav	150080
Regional-Bangalore-Kannada-1840-2021321195631/sent_24.wav	43200
Regional-Bangalore-Kannada-1840-2021321195631/sent_23.wav	93120
Regional-Bangalore-Kannada-1840-2021321195631/sent_5.wav	201280
Regional-Bangalore-Kannada-1840-2021321195631/sent_26.wav	118720
Regional-Bangalore-Kannada-1840-2021321195631/sent_38.wav	138560
Regional-Bangalore-Kannada-1840-2021321195631/sent_25.wav	202560
Regional-Bangalore-Kannada-1840-2021321195631/sent_34.wav	37760
Regional-Bangalore-Kannada-1840-2021321195631/sent_49.wav	96640
Regional-Bangalore-Kannada-1840-2021321195631/sent_47.wav	167040
Regional-Bangalore-Kannada-1840-2021321195631/sent_11.wav	37120
Regional-Bangalore-Kannada-1840-2021321195631/sent_22.wav	78720
Regional-Bangalore-Kannada-1840-2021321195631/sent_36.wav	100800
Regional-Bangalore-Kannada-1840-2021321195631/sent_2.wav	119040
Regional-Bangalore-Kannada-1840-2021321195631/sent_45.wav	272960
Regional-Bangalore-Kannada-1840-2021321195631/sent_37.wav	100160
Regional-Bangalore-Kannada-1840-2021321195631/sent_17.wav	128320
Regional-Bangalore-Kannada-1840-2021321195631/sent_50.wav	89280
